shot,shot_position,Cycle time,Clamping force,Peak value plasticizing screw,Transfer volume,Maximum injection pressure,Transfer injection pressure,Injection time,Cushion mass,Dosing time,Cylinder heating zone 1,Cylinder heating zone 2,Cylinder heating zone 3,Cylinder heating zone 4,Cylinder heating zone 5,Nozzle temperature,Mold protection time,tempSetValue,tempActualValue,tempMainLine,tempReturnLine,Product_Goodness,cavity
92,1,20.188,799.75317,0.352,28.21061,1946.17175,1654.64429,0.326,22.66023,3.058,200.10001,210.10001,220.10001,230.0,240.0,43.0,0.666,70.0,70.0,70.0,70.1,1,P1
92,2,20.188,799.75317,0.352,28.21061,1946.17175,1654.64429,0.326,22.66023,3.058,200.10001,210.10001,220.10001,230.0,240.0,43.0,0.666,70.0,70.0,70.0,70.1,1,P2
104,1,20.188,799.75317,0.352,28.25139,1959.96606,1651.14709,0.324,22.63984,3.062,200.0,210.10001,220.0,230.0,239.8,44.2,0.672,70.0,70.0,70.0,70.1,1,P1
104,2,20.188,799.75317,0.352,28.25139,1959.96606,1651.14709,0.324,22.63984,3.062,200.0,210.10001,220.0,230.0,239.8,44.2,0.672,70.0,70.0,70.0,70.1,1,P2
8,1,20.188,800.12207,0.356,28.20042,1992.02344,1651.82703,0.328,22.63475,3.052,199.8,210.0,220.0,230.0,239.8,39.7,0.672,70.0,70.0,70.0,70.0,1,P1
8,2,20.188,800.12207,0.356,28.20042,1992.02344,1651.82703,0.328,22.63475,3.052,199.8,210.0,220.0,230.0,239.8,39.7,0.672,70.0,70.0,70.0,70.0,0,P2
66,1,20.19,800.12207,0.356,28.25139,2040.59509,1647.45557,0.326,22.67043,3.052,199.8,210.10001,220.0,230.0,239.8,45.5,0.67,70.0,70.0,70.0,70.1,0,P1
66,2,20.19,800.12207,0.356,28.25139,2040.59509,1647.45557,0.326,22.67043,3.052,199.8,210.10001,220.0,230.0,239.8,45.5,0.67,70.0,70.0,70.0,70.1,0,P2
212,1,20.188,799.01538,0.404,28.19532,2004.26343,1654.35278,0.328,22.67043,3.054,200.10001,210.10001,220.10001,230.0,239.8,47.0,0.668,70.0,70.0,70.0,70.1,1,P1
212,2,20.188,799.01538,0.404,28.19532,2004.26343,1654.35278,0.328,22.67043,3.054,200.10001,210.10001,220.10001,230.0,239.8,47.0,0.668,70.0,70.0,70.0,70.1,1,P2
206,1,20.188,799.19983,0.406,28.21571,2029.9093,1649.30139,0.328,22.65004,3.052,200.0,210.0,220.0,230.0,240.0,46.7,0.67,70.0,70.0,70.0,70.1,0,P1
206,2,20.188,799.19983,0.406,28.21571,2029.9093,1649.30139,0.328,22.65004,3.052,200.0,210.0,220.0,230.0,240.0,46.7,0.67,70.0,70.0,70.0,70.1,1,P2
122,1,20.188,799.56873,0.402,28.2361,2035.2522,1647.26135,0.324,22.68572,3.036,200.10001,210.0,220.0,230.0,239.8,46.0,0.67,70.0,70.0,70.0,70.1,1,P1
122,2,20.188,799.56873,0.402,28.2361,2035.2522,1647.26135,0.324,22.68572,3.036,200.10001,210.0,220.0,230.0,239.8,46.0,0.67,70.0,70.0,70.0,70.1,1,P2
78,1,20.188,800.12207,0.352,28.2259,2024.85791,1649.39844,0.324,22.68572,3.048,200.10001,210.10001,220.0,230.0,240.0,46.2,0.67,70.0,70.0,70.0,70.1,0,P1
78,2,20.188,800.12207,0.352,28.2259,2024.85791,1649.39844,0.324,22.68572,3.048,200.10001,210.10001,220.0,230.0,240.0,46.2,0.67,70.0,70.0,70.0,70.1,0,P2
267,1,20.188,799.19983,0.352,28.2361,2007.08069,1650.56421,0.326,22.66533,3.034,199.8,209.8,220.0,230.0,239.8,41.5,0.67,70.0,70.0,70.0,70.1,0,P1
263,1,20.188,799.38428,0.478,28.20552,1996.78345,1657.75281,0.328,22.68062,3.05,199.60001,210.0,220.0,230.0,239.8,41.2,0.672,70.0,70.0,70.0,70.1,0,P1
185,1,20.188,799.56873,0.358,28.21061,2040.59509,1649.20422,0.328,22.67552,3.04,200.10001,209.8,220.0,230.0,239.8,45.0,0.668,70.0,70.0,70.0,70.1,1,P1
185,2,20.188,799.56873,0.358,28.21061,2040.59509,1649.20422,0.328,22.67552,3.04,200.10001,209.8,220.0,230.0,239.8,45.0,0.668,70.0,70.0,70.0,70.1,1,P2
41,1,20.188,800.12207,0.402,28.25139,1976.57764,1646.96985,0.328,22.64494,3.056,200.0,210.0,220.0,230.0,239.8,43.7,0.668,70.0,70.0,70.0,70.0,0,P1
41,2,20.188,800.12207,0.402,28.25139,1976.57764,1646.96985,0.328,22.64494,3.056,200.0,210.0,220.0,230.0,239.8,43.7,0.668,70.0,70.0,70.0,70.0,1,P2
18,1,20.188,800.12207,0.406,28.21061,2022.23499,1650.95276,0.328,22.62965,3.058,199.8,210.0,220.0,230.0,239.8,40.9,0.67,70.0,70.0,70.0,70.0,1,P1
18,2,20.188,800.12207,0.406,28.21061,2022.23499,1650.95276,0.328,22.62965,3.058,199.8,210.0,220.0,230.0,239.8,40.9,0.67,70.0,70.0,70.0,70.0,1,P2
45,1,20.19,800.12207,0.35,28.24119,2039.13794,1646.28992,0.326,22.63984,3.056,200.10001,209.8,220.0,230.0,239.8,44.2,0.67,70.0,70.0,70.0,70.1,0,P1
45,2,20.19,800.12207,0.35,28.24119,2039.13794,1646.28992,0.326,22.63984,3.056,200.10001,209.8,220.0,230.0,239.8,44.2,0.67,70.0,70.0,70.0,70.1,1,P2
38,1,20.188,800.12207,0.346,28.231,2025.82935,1642.50134,0.324,22.62456,3.06,200.0,210.0,220.0,230.0,239.8,43.2,0.67,70.0,70.0,70.0,70.0,1,P1
38,2,20.188,800.12207,0.346,28.231,2025.82935,1642.50134,0.324,22.62456,3.06,200.0,210.0,220.0,230.0,239.8,43.2,0.67,70.0,70.0,70.0,70.0,1,P2
52,1,20.188,800.12207,0.358,28.24119,2014.65784,1649.39844,0.326,22.65004,3.056,199.8,210.10001,220.10001,230.0,239.8,44.7,0.668,70.0,70.0,70.0,70.1,0,P1
52,2,20.188,800.12207,0.358,28.24119,2014.65784,1649.39844,0.326,22.65004,3.056,199.8,210.10001,220.10001,230.0,239.8,44.7,0.668,70.0,70.0,70.0,70.1,0,P2
280,1,20.188,799.19983,0.42,28.2259,2010.57776,1655.03284,0.326,22.68572,3.044,200.0,210.10001,220.0,230.0,239.8,43.2,0.668,70.0,70.0,70.0,70.1,0,P1
192,1,20.188,799.01538,0.35,28.231,2030.39502,1651.34131,0.326,22.63984,3.05,200.10001,210.10001,220.10001,230.0,240.0,45.7,0.67,70.0,70.0,70.0,70.1,1,P1
192,2,20.188,799.01538,0.35,28.231,2030.39502,1651.34131,0.326,22.63984,3.05,200.10001,210.10001,220.10001,230.0,240.0,45.7,0.67,70.0,70.0,70.0,70.1,1,P2
209,1,20.188,799.19983,0.396,28.231,2028.0636,1648.81567,0.326,22.68572,3.052,200.0,210.0,220.10001,230.0,240.0,47.0,0.67,70.0,70.0,70.0,70.1,1,P1
209,2,20.188,799.19983,0.396,28.231,2028.0636,1648.81567,0.326,22.68572,3.052,200.0,210.0,220.10001,230.0,240.0,47.0,0.67,70.0,70.0,70.0,70.1,1,P2
61,1,20.188,800.12207,0.354,28.2361,2028.25793,1647.74707,0.326,22.68062,3.046,199.8,210.0,220.0,230.0,239.8,45.4,0.668,70.0,70.0,70.0,70.1,1,P1
61,2,20.188,800.12207,0.354,28.2361,2028.25793,1647.74707,0.326,22.68062,3.046,199.8,210.0,220.0,230.0,239.8,45.4,0.668,70.0,70.0,70.0,70.1,0,P2
176,1,20.188,799.56873,0.42,28.24119,2032.04651,1646.5813,0.326,22.64494,3.056,200.0,210.10001,220.10001,230.0,239.8,44.2,0.668,70.0,70.0,70.0,70.1,1,P1
176,2,20.188,799.56873,0.42,28.24119,2032.04651,1646.5813,0.326,22.64494,3.056,200.0,210.10001,220.10001,230.0,239.8,44.2,0.668,70.0,70.0,70.0,70.1,1,P2
242,1,20.188,799.19983,0.418,28.231,2027.18933,1649.00989,0.326,22.68572,3.046,199.60001,210.0,220.10001,230.0,239.8,42.0,0.666,70.0,70.0,70.0,70.1,1,P1
242,2,20.188,799.19983,0.418,28.231,2027.18933,1649.00989,0.326,22.68572,3.046,199.60001,210.0,220.10001,230.0,239.8,42.0,0.666,70.0,70.0,70.0,70.1,1,P2
97,1,20.188,799.93762,0.356,28.21571,1952.77747,1653.96423,0.326,22.68572,3.054,200.10001,210.10001,220.10001,230.0,239.8,43.4,0.67,70.0,70.0,70.0,70.1,1,P1
97,2,20.188,799.93762,0.356,28.21571,1952.77747,1653.96423,0.326,22.68572,3.054,200.10001,210.10001,220.10001,230.0,239.8,43.4,0.67,70.0,70.0,70.0,70.1,0,P2
51,1,20.19,800.12207,0.358,28.21571,2024.27502,1649.20422,0.328,22.62965,3.046,200.10001,210.0,220.0,230.0,239.8,44.7,0.67,70.0,70.0,70.0,70.1,0,P1
51,2,20.19,800.12207,0.358,28.21571,2024.27502,1649.20422,0.328,22.62965,3.046,200.10001,210.0,220.0,230.0,239.8,44.7,0.67,70.0,70.0,70.0,70.1,0,P2
210,1,20.188,799.01538,0.408,28.231,2018.83496,1648.13562,0.324,22.67552,3.034,200.10001,209.8,220.0,230.0,240.0,47.0,0.672,70.0,70.0,70.0,70.1,1,P1
210,2,20.188,799.01538,0.408,28.231,2018.83496,1648.13562,0.324,22.67552,3.034,200.10001,209.8,220.0,230.0,240.0,47.0,0.672,70.0,70.0,70.0,70.1,1,P2
189,1,20.188,799.19983,0.352,28.20552,2032.92078,1652.79846,0.326,22.68062,3.048,200.10001,210.10001,220.10001,230.0,240.0,45.4,0.666,70.0,70.0,70.0,70.1,1,P1
189,2,20.188,799.19983,0.352,28.20552,2032.92078,1652.79846,0.326,22.68062,3.048,200.10001,210.10001,220.10001,230.0,240.0,45.4,0.666,70.0,70.0,70.0,70.1,1,P2
99,1,20.19,799.93762,0.404,28.22081,2034.4751,1653.38135,0.328,22.66023,3.054,200.0,209.8,220.10001,230.0,239.8,43.7,0.672,70.0,70.0,70.0,70.1,1,P1
99,2,20.19,799.93762,0.404,28.22081,2034.4751,1653.38135,0.328,22.66023,3.054,200.0,209.8,220.10001,230.0,239.8,43.7,0.672,70.0,70.0,70.0,70.1,1,P2
184,1,20.188,799.38428,0.404,28.20552,2047.97803,1650.66138,0.324,22.67043,3.046,200.0,210.10001,220.10001,230.0,239.8,45.0,0.666,70.0,70.0,70.0,70.1,1,P1
184,2,20.188,799.38428,0.404,28.20552,2047.97803,1650.66138,0.324,22.67043,3.046,200.0,210.10001,220.10001,230.0,239.8,45.0,0.666,70.0,70.0,70.0,70.1,1,P2
35,1,20.19,800.30652,0.424,28.20042,2034.37793,1646.67847,0.328,22.64494,3.048,200.10001,210.0,220.10001,230.0,239.8,43.0,0.668,70.0,70.0,70.0,70.0,0,P1
35,2,20.19,800.30652,0.424,28.20042,2034.37793,1646.67847,0.328,22.64494,3.048,200.10001,210.0,220.10001,230.0,239.8,43.0,0.668,70.0,70.0,70.0,70.0,1,P2
290,1,20.188,799.01538,0.408,28.21571,2012.71497,1651.14709,0.324,22.66533,3.058,200.10001,210.0,220.10001,230.0,239.8,44.5,0.668,70.0,70.0,70.0,70.1,0,P1
270,1,20.188,799.19983,1.484,28.20552,2011.06348,1651.63281,0.324,22.65514,3.052,199.8,209.8,220.0,230.0,239.8,42.0,0.67,70.0,70.0,70.0,70.2,0,P1
299,1,20.188,799.38428,0.412,28.231,2006.4978,1653.08997,0.326,22.67043,3.038,200.10001,210.0,220.0,230.0,239.8,45.2,0.668,70.0,70.0,70.0,70.1,1,P1
170,1,20.188,799.56873,0.416,28.24119,2026.89795,1651.14709,0.326,22.66023,3.052,199.8,210.10001,220.10001,230.0,239.8,43.5,0.67,70.0,70.0,70.0,70.1,1,P1
170,2,20.188,799.56873,0.416,28.24119,2026.89795,1651.14709,0.326,22.66023,3.052,199.8,210.10001,220.10001,230.0,239.8,43.5,0.67,70.0,70.0,70.0,70.1,1,P2
1,1,20.188,800.30652,0.474,28.21571,1989.88623,1645.02698,0.328,22.64494,3.04,199.8,210.10001,220.10001,230.0,239.8,41.2,0.666,70.0,70.0,70.0,70.0,1,P1
1,2,20.188,800.30652,0.474,28.21571,1989.88623,1645.02698,0.328,22.64494,3.04,199.8,210.10001,220.10001,230.0,239.8,41.2,0.666,70.0,70.0,70.0,70.0,1,P2
3,1,20.188,800.30652,0.474,28.21061,2023.98364,1647.94128,0.324,22.62965,3.056,199.8,210.0,220.0,230.0,239.8,40.5,0.67,70.0,70.0,70.0,70.0,1,P1
3,2,20.188,800.30652,0.474,28.21061,2023.98364,1647.94128,0.324,22.62965,3.056,199.8,210.0,220.0,230.0,239.8,40.5,0.67,70.0,70.0,70.0,70.0,1,P2
98,1,20.188,799.56873,0.358,28.24629,2037.09802,1647.45557,0.324,22.65514,3.046,200.10001,210.10001,220.10001,230.0,239.8,43.5,0.668,70.0,70.0,70.0,70.1,0,P1
98,2,20.188,799.56873,0.358,28.24629,2037.09802,1647.45557,0.324,22.65514,3.046,200.10001,210.10001,220.10001,230.0,239.8,43.5,0.668,70.0,70.0,70.0,70.1,1,P2
56,1,20.188,800.12207,0.418,28.21061,2027.86938,1654.0614,0.326,22.64494,3.05,199.8,209.8,219.8,229.8,239.8,45.2,0.668,70.0,70.0,70.0,70.1,1,P1
56,2,20.188,800.12207,0.418,28.21061,2027.86938,1654.0614,0.326,22.64494,3.05,199.8,209.8,219.8,229.8,239.8,45.2,0.668,70.0,70.0,70.0,70.1,1,P2
127,1,20.188,799.56873,0.354,28.24119,2022.7207,1644.05554,0.324,22.65514,3.052,200.0,209.8,220.0,230.0,239.8,46.5,0.67,70.0,70.0,70.0,70.1,1,P1
127,2,20.188,799.56873,0.354,28.24119,2022.7207,1644.05554,0.324,22.65514,3.052,200.0,209.8,220.0,230.0,239.8,46.5,0.67,70.0,70.0,70.0,70.1,0,P2
154,1,20.188,799.38428,0.354,28.2259,2026.12073,1649.78711,0.324,22.67043,3.046,199.60001,210.0,219.8,230.0,239.8,42.2,0.67,70.0,70.0,70.0,70.1,1,P1
154,2,20.188,799.38428,0.354,28.2259,2026.12073,1649.78711,0.324,22.67043,3.046,199.60001,210.0,219.8,230.0,239.8,42.2,0.67,70.0,70.0,70.0,70.1,1,P2
187,1,20.188,799.56873,0.356,28.231,2027.2865,1648.81567,0.326,22.67552,3.052,200.10001,209.8,220.0,230.0,239.8,45.2,0.666,70.0,70.0,70.0,70.1,0,P1
187,2,20.188,799.56873,0.356,28.231,2027.2865,1648.81567,0.326,22.67552,3.052,200.10001,209.8,220.0,230.0,239.8,45.2,0.666,70.0,70.0,70.0,70.1,0,P2
222,1,20.19,799.01538,0.354,28.22081,2047.78369,1646.5813,0.326,22.69591,3.04,200.0,210.10001,220.0,230.0,240.0,48.0,0.666,70.0,70.0,70.0,70.1,1,P1
222,2,20.19,799.01538,0.354,28.22081,2047.78369,1646.5813,0.326,22.69591,3.04,200.0,210.10001,220.0,230.0,240.0,48.0,0.666,70.0,70.0,70.0,70.1,1,P2
114,1,20.188,799.75317,0.356,28.22806,2029.08362,1647.01849,0.325,22.65514,3.066,200.10001,210.10001,220.10001,230.0,239.8,45.2,0.67,70.0,70.0,70.0,70.1,1,P1
114,2,20.188,799.75317,0.356,28.22806,2029.08362,1647.01849,0.325,22.65514,3.066,200.10001,210.10001,220.10001,230.0,239.8,45.2,0.67,70.0,70.0,70.0,70.1,1,P2
108,1,20.188,799.75317,0.354,28.21061,2019.0293,1645.12415,0.324,22.67552,3.054,200.0,210.0,220.10001,230.0,239.8,44.5,0.67,70.0,70.0,70.0,70.1,1,P1
108,2,20.188,799.75317,0.354,28.21061,2019.0293,1645.12415,0.324,22.67552,3.054,200.0,210.0,220.10001,230.0,239.8,44.5,0.67,70.0,70.0,70.0,70.1,1,P2
216,1,20.188,799.19983,0.356,28.21061,2015.92065,1650.46704,0.328,22.68572,3.05,200.10001,209.8,220.0,229.8,239.8,47.5,0.67,70.0,70.0,70.0,70.1,1,P1
216,2,20.188,799.19983,0.356,28.21061,2015.92065,1650.46704,0.328,22.68572,3.05,200.10001,209.8,220.0,229.8,239.8,47.5,0.67,70.0,70.0,70.0,70.1,1,P2
205,1,20.188,799.19983,0.354,28.22081,2038.55518,1650.46704,0.326,22.66023,3.032,200.0,210.0,220.0,230.0,239.8,46.7,0.67,70.0,70.0,70.0,70.1,1,P1
205,2,20.188,799.19983,0.354,28.22081,2038.55518,1650.46704,0.326,22.66023,3.032,200.0,210.0,220.0,230.0,239.8,46.7,0.67,70.0,70.0,70.0,70.1,1,P2
124,1,20.188,799.56873,0.35,28.25139,2028.45215,1650.07849,0.326,22.67552,3.044,200.0,210.10001,220.10001,230.0,239.8,46.2,0.668,70.0,70.0,70.0,70.1,1,P1
124,2,20.188,799.56873,0.35,28.25139,2028.45215,1650.07849,0.326,22.67552,3.044,200.0,210.10001,220.10001,230.0,239.8,46.2,0.668,70.0,70.0,70.0,70.1,1,P2
46,1,20.19,800.49097,0.42,28.20552,2048.26953,1642.01563,0.326,22.65514,3.064,200.10001,210.10001,220.10001,230.0,239.8,44.5,0.668,70.0,70.0,70.0,70.1,1,P1
46,2,20.19,800.49097,0.42,28.20552,2048.26953,1642.01563,0.326,22.65514,3.064,200.10001,210.10001,220.10001,230.0,239.8,44.5,0.668,70.0,70.0,70.0,70.1,0,P2
183,1,20.188,799.19983,0.354,28.231,2016.69788,1646.96985,0.326,22.65004,3.05,200.10001,210.0,220.0,230.0,239.8,44.9,0.668,70.0,70.0,70.0,70.1,1,P1
183,2,20.188,799.19983,0.354,28.231,2016.69788,1646.96985,0.326,22.65004,3.05,200.10001,210.0,220.0,230.0,239.8,44.9,0.668,70.0,70.0,70.0,70.1,1,P2
71,1,20.188,800.12207,0.356,28.22081,2033.01794,1644.44421,0.324,22.66533,3.058,199.8,210.10001,220.0,230.0,239.8,45.9,0.676,70.0,70.0,70.0,70.1,1,P1
71,2,20.188,800.12207,0.356,28.22081,2033.01794,1644.44421,0.324,22.66533,3.058,199.8,210.10001,220.0,230.0,239.8,45.9,0.676,70.0,70.0,70.0,70.1,0,P2
30,1,20.188,800.30652,0.352,28.24119,2023.98364,1646.38708,0.324,22.66533,3.06,200.10001,210.0,220.10001,230.0,239.8,42.5,0.668,70.0,70.0,70.0,70.0,1,P1
30,2,20.188,800.30652,0.352,28.24119,2023.98364,1646.38708,0.324,22.66533,3.06,200.10001,210.0,220.10001,230.0,239.8,42.5,0.668,70.0,70.0,70.0,70.0,1,P2
153,1,20.188,799.56873,0.356,28.22081,2020.77783,1657.84998,0.324,22.63984,3.052,199.60001,210.0,220.0,230.0,239.8,42.5,0.666,70.0,70.0,70.0,70.1,1,P1
153,2,20.188,799.56873,0.356,28.22081,2020.77783,1657.84998,0.324,22.63984,3.052,199.60001,210.0,220.0,230.0,239.8,42.5,0.666,70.0,70.0,70.0,70.1,1,P2
200,1,20.188,799.01538,0.404,28.21061,2024.08069,1649.39844,0.328,22.67552,3.046,200.0,210.0,219.8,230.0,239.8,46.4,0.67,70.0,70.0,70.0,70.1,1,P1
200,2,20.188,799.01538,0.404,28.21061,2024.08069,1649.39844,0.328,22.67552,3.046,200.0,210.0,219.8,230.0,239.8,46.4,0.67,70.0,70.0,70.0,70.1,1,P2
250,1,20.188,799.19983,0.416,28.24629,2016.60071,1652.31274,0.326,22.66023,3.056,199.60001,210.0,220.0,230.0,239.8,39.7,0.672,70.0,70.0,70.0,70.1,1,P1
250,2,20.188,799.19983,0.416,28.24629,2016.60071,1652.31274,0.326,22.66023,3.056,199.60001,210.0,220.0,230.0,239.8,39.7,0.672,70.0,70.0,70.0,70.1,1,P2
43,1,20.188,799.93762,0.354,28.20552,1984.93188,1652.2157,0.326,22.65514,3.068,200.0,210.10001,220.10001,230.0,239.8,44.0,0.67,70.0,70.0,70.0,70.1,0,P1
43,2,20.188,799.93762,0.354,28.20552,1984.93188,1652.2157,0.326,22.65514,3.068,200.0,210.10001,220.10001,230.0,239.8,44.0,0.67,70.0,70.0,70.0,70.1,0,P2
17,1,20.188,800.30652,0.402,28.24629,2016.89209,1645.22131,0.324,22.66023,3.056,199.8,210.10001,220.10001,230.0,239.8,40.7,0.67,70.0,70.0,70.0,70.0,0,P1
17,2,20.188,800.30652,0.402,28.24629,2016.89209,1645.22131,0.324,22.66023,3.056,199.8,210.10001,220.10001,230.0,239.8,40.7,0.67,70.0,70.0,70.0,70.0,0,P2
295,1,20.188,799.01538,0.356,28.22081,2006.2063,1650.17566,0.326,22.66533,3.046,200.10001,210.0,220.0,230.0,240.0,44.9,0.67,70.0,70.0,70.0,70.1,1,P1
36,1,20.188,800.12207,0.354,28.2361,2005.33203,1649.98132,0.326,22.64494,3.052,200.10001,210.0,220.10001,230.0,239.8,43.2,0.67,70.0,70.0,70.0,70.0,1,P1
36,2,20.188,800.12207,0.354,28.2361,2005.33203,1649.98132,0.326,22.64494,3.052,200.10001,210.0,220.10001,230.0,239.8,43.2,0.67,70.0,70.0,70.0,70.0,1,P2
191,1,20.19,799.19983,0.404,28.20552,2029.61792,1650.46704,0.328,22.69081,3.054,200.10001,210.10001,220.0,230.0,240.0,45.5,0.666,70.0,70.0,70.0,70.1,1,P1
191,2,20.19,799.19983,0.404,28.20552,2029.61792,1650.46704,0.328,22.69081,3.054,200.10001,210.10001,220.0,230.0,240.0,45.5,0.666,70.0,70.0,70.0,70.1,1,P2
7,1,20.188,800.30652,0.476,28.24629,1975.6062,1655.13,0.324,22.65004,3.062,199.8,210.10001,220.10001,230.0,239.8,39.9,0.67,70.0,70.0,70.0,70.0,1,P1
7,2,20.188,800.30652,0.476,28.24629,1975.6062,1655.13,0.324,22.65004,3.062,199.8,210.10001,220.10001,230.0,239.8,39.9,0.67,70.0,70.0,70.0,70.0,0,P2
157,1,20.188,799.56873,0.36,28.24119,2019.61218,1649.39844,0.326,22.67043,3.048,199.60001,209.8,220.0,230.0,239.8,42.4,0.668,70.0,70.0,70.0,70.1,1,P1
157,2,20.188,799.56873,0.36,28.24119,2019.61218,1649.39844,0.326,22.67043,3.048,199.60001,209.8,220.0,230.0,239.8,42.4,0.668,70.0,70.0,70.0,70.1,1,P2
42,1,20.188,800.12207,1.53,28.21571,1982.69763,1652.9928,0.324,22.62965,3.068,200.10001,209.8,220.0,230.0,239.8,43.9,0.67,70.0,70.0,70.0,70.0,0,P1
42,2,20.188,800.12207,1.53,28.21571,1982.69763,1652.9928,0.324,22.62965,3.068,200.10001,209.8,220.0,230.0,239.8,43.9,0.67,70.0,70.0,70.0,70.0,1,P2
178,1,20.188,799.38428,0.356,28.2259,2025.53784,1649.78711,0.328,22.68062,3.048,200.10001,210.0,220.10001,230.0,239.8,44.4,0.67,70.0,70.0,70.0,70.1,1,P1
178,2,20.188,799.38428,0.356,28.2259,2025.53784,1649.78711,0.328,22.68062,3.048,200.10001,210.0,220.10001,230.0,239.8,44.4,0.67,70.0,70.0,70.0,70.1,1,P2
219,1,20.188,799.19983,0.402,28.231,2015.82361,1651.82703,0.326,22.67552,3.046,200.10001,210.0,219.8,230.0,239.8,47.7,0.664,70.0,70.0,70.0,70.1,1,P1
219,2,20.188,799.19983,0.402,28.231,2015.82361,1651.82703,0.326,22.67552,3.046,200.10001,210.0,219.8,230.0,239.8,47.7,0.664,70.0,70.0,70.0,70.1,1,P2
72,1,20.188,799.93762,0.358,28.20042,2025.53784,1646.5813,0.326,22.68062,3.066,199.8,210.0,220.0,229.8,239.8,46.0,0.666,70.0,70.0,70.0,70.1,0,P1
72,2,20.188,799.93762,0.358,28.20042,2025.53784,1646.5813,0.326,22.68062,3.066,199.8,210.0,220.0,229.8,239.8,46.0,0.666,70.0,70.0,70.0,70.1,0,P2
174,1,20.188,799.19983,0.354,28.21061,2024.37219,1645.60986,0.324,22.68062,3.05,200.0,210.0,220.0,230.0,239.8,44.0,0.666,70.0,70.0,70.0,70.1,1,P1
174,2,20.188,799.19983,0.354,28.21061,2024.37219,1645.60986,0.324,22.68062,3.05,200.0,210.0,220.0,230.0,239.8,44.0,0.666,70.0,70.0,70.0,70.1,1,P2
166,1,20.188,799.19983,0.354,28.24119,2014.36646,1649.39844,0.326,22.64494,3.058,199.8,209.8,220.0,230.0,240.0,43.2,0.672,70.0,70.0,70.0,70.1,0,P1
166,2,20.188,799.19983,0.354,28.24119,2014.36646,1649.39844,0.326,22.64494,3.058,199.8,209.8,220.0,230.0,240.0,43.2,0.672,70.0,70.0,70.0,70.1,1,P2
271,1,20.188,799.19983,0.354,28.22081,2003.19495,1654.8385,0.324,22.66533,3.064,200.0,210.10001,220.10001,230.0,239.8,42.2,0.67,70.0,70.0,70.0,70.2,0,P1
230,1,20.188,799.01538,0.338,28.25139,2007.95496,1653.38135,0.324,22.64494,3.052,200.0,210.10001,220.10001,230.0,239.8,47.7,0.67,70.0,70.0,70.0,70.1,0,P1
230,2,20.188,799.01538,0.338,28.25139,2007.95496,1653.38135,0.324,22.64494,3.052,200.0,210.10001,220.10001,230.0,239.8,47.7,0.67,70.0,70.0,70.0,70.1,1,P2
86,1,20.188,800.12207,0.402,28.24629,2023.78931,1646.67847,0.324,22.66533,3.056,200.3,210.0,220.0,230.0,239.8,46.2,0.668,70.0,70.0,70.0,70.1,0,P1
86,2,20.188,800.12207,0.402,28.24629,2023.78931,1646.67847,0.324,22.66533,3.056,200.3,210.0,220.0,230.0,239.8,46.2,0.668,70.0,70.0,70.0,70.1,0,P2
233,1,20.188,799.19983,0.354,28.2259,2017.08643,1654.64429,0.324,22.69591,3.03,199.8,210.0,220.0,229.8,239.8,46.9,0.666,70.0,70.0,70.0,70.1,1,P1
233,2,20.188,799.19983,0.354,28.2259,2017.08643,1654.64429,0.324,22.69591,3.03,199.8,210.0,220.0,229.8,239.8,46.9,0.666,70.0,70.0,70.0,70.1,1,P2
76,1,20.188,799.93762,0.35,28.21571,2018.93213,1649.10706,0.328,22.66023,3.068,200.10001,209.8,219.8,230.0,239.8,46.2,0.67,70.0,70.0,70.0,70.1,1,P1
76,2,20.188,799.93762,0.35,28.21571,2018.93213,1649.10706,0.328,22.66023,3.068,200.10001,209.8,219.8,230.0,239.8,46.2,0.67,70.0,70.0,70.0,70.1,0,P2
54,1,20.188,800.12207,0.404,28.20552,2011.16064,1648.81567,0.324,22.68062,3.044,200.0,210.0,220.10001,230.0,239.8,45.0,0.674,70.0,70.0,70.0,70.1,1,P1
54,2,20.188,800.12207,0.404,28.20552,2011.16064,1648.81567,0.324,22.68062,3.044,200.0,210.0,220.10001,230.0,239.8,45.0,0.674,70.0,70.0,70.0,70.1,1,P2
198,1,20.188,799.19983,0.356,28.231,2011.64636,1649.00989,0.326,22.68062,3.038,200.10001,209.8,219.8,230.0,239.8,46.2,0.668,70.0,70.0,70.0,70.1,0,P1
198,2,20.188,799.19983,0.356,28.231,2011.64636,1649.00989,0.326,22.68062,3.038,200.10001,209.8,219.8,230.0,239.8,46.2,0.668,70.0,70.0,70.0,70.1,1,P2
50,1,20.19,800.30652,0.416,28.20042,2033.01794,1644.7356,0.328,22.66023,3.056,200.0,210.0,220.0,230.0,239.8,44.7,0.67,70.0,70.0,70.0,70.1,1,P1
50,2,20.19,800.30652,0.416,28.20042,2033.01794,1644.7356,0.328,22.66023,3.056,200.0,210.0,220.0,230.0,239.8,44.7,0.67,70.0,70.0,70.0,70.1,0,P2
158,1,20.188,799.38428,0.404,28.19532,2028.64648,1652.40991,0.326,22.65004,3.054,199.8,209.8,220.0,230.0,240.0,42.5,0.67,70.0,70.0,70.0,70.1,1,P1
158,2,20.188,799.38428,0.404,28.19532,2028.64648,1652.40991,0.326,22.65004,3.054,199.8,209.8,220.0,230.0,240.0,42.5,0.67,70.0,70.0,70.0,70.1,1,P2
