shot,shot_position,Cycle time,Clamping force,Peak value plasticizing screw,Transfer volume,Maximum injection pressure,Transfer injection pressure,Injection time,Cushion mass,Dosing time,Cylinder heating zone 1,Cylinder heating zone 2,Cylinder heating zone 3,Cylinder heating zone 4,Cylinder heating zone 5,Nozzle temperature,Mold protection time,tempSetValue,tempActualValue,tempMainLine,tempReturnLine,Product_Goodness,cavity
31,1,20.188,800.12207,0.412,28.231,2006.98352,1648.23279,0.326,22.66023,3.05,200.10001,210.10001,220.10001,230.0,239.8,42.5,0.67,70.0,70.0,70.0,70.0,1,P1
31,2,20.188,800.12207,0.412,28.231,2006.98352,1648.23279,0.326,22.66023,3.05,200.10001,210.10001,220.10001,230.0,239.8,42.5,0.67,70.0,70.0,70.0,70.0,1,P2
228,1,20.188,799.01538,0.402,28.2259,2003.38916,1656.29565,0.324,22.70101,3.038,200.0,210.10001,220.0,230.0,239.8,47.9,0.67,70.0,70.0,70.0,70.1,0,P1
228,2,20.188,799.01538,0.402,28.2259,2003.38916,1656.29565,0.324,22.70101,3.038,200.0,210.10001,220.0,230.0,239.8,47.9,0.67,70.0,70.0,70.0,70.1,1,P2
251,1,20.188,799.19983,0.35,28.21061,1998.53198,1653.47852,0.326,22.65514,3.048,199.60001,210.0,219.8,230.0,239.8,39.7,0.672,70.0,70.0,70.0,70.1,1,P1
251,2,20.188,799.19983,0.35,28.21061,1998.53198,1653.47852,0.326,22.65514,3.048,199.60001,210.0,219.8,230.0,239.8,39.7,0.672,70.0,70.0,70.0,70.1,1,P2
102,1,20.188,799.75317,0.35,28.25139,1978.52051,1653.18713,0.326,22.66023,3.054,200.0,210.0,220.10001,230.0,240.0,44.0,0.672,70.0,70.0,70.0,70.1,1,P1
102,2,20.188,799.75317,0.35,28.25139,1978.52051,1653.18713,0.326,22.66023,3.054,200.0,210.0,220.10001,230.0,240.0,44.0,0.672,70.0,70.0,70.0,70.1,0,P2
49,1,20.19,800.12207,0.358,28.2259,2037.48657,1645.22131,0.328,22.63984,3.058,200.0,210.10001,220.10001,230.0,239.8,44.5,0.67,70.0,70.0,70.0,70.1,1,P1
49,2,20.19,800.12207,0.358,28.2259,2037.48657,1645.22131,0.328,22.63984,3.058,200.0,210.10001,220.10001,230.0,239.8,44.5,0.67,70.0,70.0,70.0,70.1,0,P2
254,1,20.188,799.38428,0.41,28.20042,2015.43494,1649.88416,0.324,22.65514,3.05,199.60001,210.0,220.0,230.0,239.8,39.7,0.67,70.0,70.0,70.0,70.1,0,P1
57,1,20.188,799.93762,0.356,28.2361,2033.01794,1646.96985,0.326,22.65004,3.054,199.8,210.10001,220.10001,229.8,239.8,45.2,0.672,70.0,70.0,70.0,70.1,0,P1
57,2,20.188,799.93762,0.356,28.2361,2033.01794,1646.96985,0.326,22.65004,3.054,199.8,210.10001,220.10001,229.8,239.8,45.2,0.672,70.0,70.0,70.0,70.1,0,P2
119,1,20.188,799.56873,0.354,28.21571,2022.52649,1649.20422,0.328,22.65004,3.048,200.10001,210.10001,220.10001,230.0,239.8,45.7,0.672,70.0,70.0,70.0,70.1,1,P1
119,2,20.188,799.56873,0.354,28.21571,2022.52649,1649.20422,0.328,22.65004,3.048,200.10001,210.10001,220.10001,230.0,239.8,45.7,0.672,70.0,70.0,70.0,70.1,1,P2
231,1,20.188,799.38428,0.42,28.21571,2002.51489,1655.32422,0.324,22.67552,3.048,199.8,210.0,220.0,230.0,239.8,47.5,0.668,70.0,70.0,70.0,70.1,1,P1
231,2,20.188,799.38428,0.42,28.21571,2002.51489,1655.32422,0.324,22.67552,3.048,199.8,210.0,220.0,230.0,239.8,47.5,0.668,70.0,70.0,70.0,70.1,1,P2
53,1,20.19,800.12207,0.356,28.20042,2038.06946,1649.10706,0.328,22.66533,3.058,199.8,209.8,220.0,230.0,239.8,44.9,0.668,70.0,70.0,70.0,70.1,1,P1
53,2,20.19,800.12207,0.356,28.20042,2038.06946,1649.10706,0.328,22.66533,3.058,199.8,209.8,220.0,230.0,239.8,44.9,0.668,70.0,70.0,70.0,70.1,0,P2
188,1,20.188,799.19983,0.396,28.20552,2027.86938,1651.24426,0.326,22.65514,3.04,200.10001,210.0,220.0,230.0,239.8,45.2,0.668,70.0,70.0,70.0,70.1,1,P1
188,2,20.188,799.19983,0.396,28.20552,2027.86938,1651.24426,0.326,22.65514,3.04,200.10001,210.0,220.0,230.0,239.8,45.2,0.668,70.0,70.0,70.0,70.1,0,P2
284,1,20.188,799.01538,0.406,28.20552,2011.45215,1652.70142,0.326,22.67043,3.058,200.0,210.0,220.0,230.0,239.8,43.7,0.67,70.0,70.0,70.0,70.1,0,P1
4,1,20.188,800.12207,0.354,28.20042,2001.44629,1652.70142,0.324,22.62456,3.058,199.8,210.10001,220.10001,229.8,239.8,40.2,0.67,70.0,70.0,70.0,70.0,1,P1
4,2,20.188,800.12207,0.354,28.20042,2001.44629,1652.70142,0.324,22.62456,3.058,199.8,210.10001,220.10001,229.8,239.8,40.2,0.67,70.0,70.0,70.0,70.0,1,P2
135,1,20.188,799.38428,0.352,28.20042,2022.13782,1652.02136,0.326,22.65004,3.044,200.0,210.10001,220.0,230.0,239.8,47.2,0.668,70.0,70.0,70.0,70.1,1,P1
135,2,20.188,799.38428,0.352,28.20042,2022.13782,1652.02136,0.326,22.65004,3.044,200.0,210.10001,220.0,230.0,239.8,47.2,0.668,70.0,70.0,70.0,70.1,1,P2
63,1,20.188,800.12207,0.418,28.21571,2037.58374,1649.00989,0.326,22.64494,3.04,199.8,210.10001,220.0,230.0,240.0,45.5,0.67,70.0,70.0,70.0,70.1,1,P1
63,2,20.188,800.12207,0.418,28.21571,2037.58374,1649.00989,0.326,22.64494,3.04,199.8,210.10001,220.0,230.0,240.0,45.5,0.67,70.0,70.0,70.0,70.1,0,P2
171,1,20.188,799.56873,0.406,28.231,2029.9093,1644.63843,0.324,22.67043,3.048,199.8,210.0,220.0,230.0,239.8,43.7,0.666,70.0,70.0,70.0,70.1,1,P1
171,2,20.188,799.56873,0.406,28.231,2029.9093,1644.63843,0.324,22.67043,3.048,199.8,210.0,220.0,230.0,239.8,43.7,0.666,70.0,70.0,70.0,70.1,1,P2
272,1,20.188,799.19983,0.354,28.20042,2013.29785,1653.38135,0.324,22.64494,3.044,199.8,210.10001,220.10001,230.0,239.8,42.4,0.672,70.0,70.0,70.0,70.2,1,P1
234,1,20.188,799.01538,0.35,28.2361,2019.32068,1655.42139,0.324,22.67552,3.04,199.8,210.0,220.0,229.8,239.8,46.4,0.67,70.0,70.0,70.0,70.1,1,P1
234,2,20.188,799.01538,0.35,28.2361,2019.32068,1655.42139,0.324,22.67552,3.04,199.8,210.0,220.0,229.8,239.8,46.4,0.67,70.0,70.0,70.0,70.1,1,P2
278,1,20.188,799.19983,1.558,28.20042,2013.49207,1654.0614,0.326,22.65004,3.046,200.0,210.0,220.0,229.8,239.8,43.2,0.664,70.0,70.0,70.0,70.1,1,P1
59,1,20.188,800.12207,0.358,28.20552,2019.0293,1647.06702,0.326,22.65514,3.054,200.0,209.8,219.8,229.8,239.8,45.2,0.666,70.0,70.0,70.0,70.1,1,P1
59,2,20.188,800.12207,0.358,28.20552,2019.0293,1647.06702,0.326,22.65514,3.054,200.0,209.8,219.8,229.8,239.8,45.2,0.666,70.0,70.0,70.0,70.1,1,P2
211,1,20.19,799.56873,1.544,28.20042,2034.66943,1648.427,0.328,22.67043,3.046,200.10001,209.8,220.0,230.0,240.0,47.0,0.668,70.0,70.0,70.0,70.1,1,P1
211,2,20.19,799.56873,1.544,28.20042,2034.66943,1648.427,0.328,22.67043,3.046,200.10001,209.8,220.0,230.0,240.0,47.0,0.668,70.0,70.0,70.0,70.1,1,P2
101,1,20.188,799.56873,0.344,28.231,2020.48645,1650.56421,0.326,22.66023,3.052,200.0,210.10001,220.10001,230.0,239.8,44.0,0.672,70.0,70.0,70.0,70.1,0,P1
101,2,20.188,799.56873,0.344,28.231,2020.48645,1650.56421,0.326,22.66023,3.052,200.0,210.10001,220.10001,230.0,239.8,44.0,0.672,70.0,70.0,70.0,70.1,1,P2
44,1,20.188,800.12207,0.348,28.24629,2016.40637,1649.20422,0.326,22.64494,3.046,200.0,210.0,220.0,230.0,239.8,44.0,0.67,70.0,70.0,70.0,70.1,1,P1
44,2,20.188,800.12207,0.348,28.24629,2016.40637,1649.20422,0.326,22.64494,3.046,200.0,210.0,220.0,230.0,239.8,44.0,0.67,70.0,70.0,70.0,70.1,1,P2
10,1,20.19,800.12207,0.402,28.20552,2013.49207,1656.97571,0.328,22.62965,3.064,199.8,210.10001,220.10001,230.0,239.8,39.7,0.672,70.0,70.0,70.0,70.0,1,P1
10,2,20.19,800.12207,0.402,28.20552,2013.49207,1656.97571,0.328,22.62965,3.064,199.8,210.10001,220.10001,230.0,239.8,39.7,0.672,70.0,70.0,70.0,70.0,0,P2
220,1,20.188,799.01538,0.354,28.24119,2021.55505,1651.82703,0.324,22.67552,3.044,200.10001,210.10001,220.0,230.0,239.8,47.7,0.67,70.0,70.0,70.0,70.1,1,P1
220,2,20.188,799.01538,0.354,28.24119,2021.55505,1651.82703,0.324,22.67552,3.044,200.10001,210.10001,220.0,230.0,239.8,47.7,0.67,70.0,70.0,70.0,70.1,1,P2
141,1,20.188,799.56873,0.354,28.24119,2018.73792,1652.89563,0.324,22.67043,3.044,199.8,210.0,219.8,230.0,239.8,46.2,0.672,70.0,70.0,70.0,70.1,0,P1
141,2,20.188,799.56873,0.354,28.24119,2018.73792,1652.89563,0.324,22.67043,3.044,199.8,210.0,219.8,230.0,239.8,46.2,0.672,70.0,70.0,70.0,70.1,1,P2
116,1,20.188,799.56873,0.404,28.19532,2016.60071,1647.94128,0.324,22.66533,3.054,200.10001,210.10001,220.10001,230.0,239.8,45.5,0.666,70.0,70.0,70.0,70.1,0,P1
116,2,20.188,799.56873,0.404,28.19532,2016.60071,1647.94128,0.324,22.66533,3.054,200.10001,210.10001,220.10001,230.0,239.8,45.5,0.666,70.0,70.0,70.0,70.1,1,P2
105,1,20.188,799.93762,0.418,28.21061,2036.22363,1643.66699,0.326,22.63475,3.054,200.0,210.0,220.0,230.0,239.8,44.4,0.672,70.0,70.0,70.0,70.1,0,P1
105,2,20.188,799.93762,0.418,28.21061,2036.22363,1643.66699,0.326,22.63475,3.054,200.0,210.0,220.0,230.0,239.8,44.4,0.672,70.0,70.0,70.0,70.1,1,P2
268,1,20.188,799.19983,0.356,28.21571,2018.34924,1650.56421,0.324,22.67552,3.054,200.0,210.0,220.10001,230.0,239.8,41.7,0.666,70.0,70.0,70.0,70.2,1,P1
273,1,20.188,799.19983,0.354,28.22081,2002.12634,1653.67285,0.326,22.67043,3.054,200.0,209.8,220.0,230.0,239.8,42.5,0.668,70.0,70.0,70.0,70.1,1,P1
113,1,20.188,799.75317,0.412,28.20552,2021.16638,1650.27283,0.324,22.66533,3.056,200.10001,210.10001,220.10001,230.0,239.8,45.2,0.67,70.0,70.0,70.0,70.1,0,P1
113,2,20.188,799.75317,0.412,28.20552,2021.16638,1650.27283,0.324,22.66533,3.056,200.10001,210.10001,220.10001,230.0,239.8,45.2,0.67,70.0,70.0,70.0,70.1,0,P2
11,1,20.188,800.12207,0.354,28.20552,1993.09204,1658.82141,0.326,22.63475,3.062,199.8,210.10001,220.0,230.0,239.8,40.0,0.67,70.0,70.0,70.0,70.0,0,P1
11,2,20.188,800.12207,0.354,28.20552,1993.09204,1658.82141,0.326,22.63475,3.062,199.8,210.10001,220.0,230.0,239.8,40.0,0.67,70.0,70.0,70.0,70.0,1,P2
19,1,20.188,800.12207,0.408,28.24629,2008.73206,1650.75854,0.324,22.65004,3.056,199.8,210.10001,220.10001,229.8,239.8,41.0,0.67,70.0,70.0,70.0,70.0,0,P1
19,2,20.188,800.12207,0.408,28.24629,2008.73206,1650.75854,0.324,22.65004,3.056,199.8,210.10001,220.10001,229.8,239.8,41.0,0.67,70.0,70.0,70.0,70.0,1,P2
69,1,20.188,800.12207,0.358,28.19532,2029.22937,1648.32996,0.328,22.65004,3.064,199.8,210.0,220.0,230.0,239.8,45.7,0.668,70.0,70.0,70.0,70.1,0,P1
69,2,20.188,800.12207,0.358,28.19532,2029.22937,1648.32996,0.328,22.65004,3.064,199.8,210.0,220.0,230.0,239.8,45.7,0.668,70.0,70.0,70.0,70.1,0,P2
259,1,20.188,799.19983,0.354,28.2259,2012.42358,1658.62708,0.324,22.64494,3.046,199.8,210.0,220.0,230.0,239.8,40.4,0.67,70.0,70.0,70.0,70.1,1,P1
169,1,20.188,799.38428,0.352,28.21571,2022.13782,1647.45557,0.324,22.67043,3.048,199.8,210.0,220.0,230.0,240.0,43.5,0.668,70.0,70.0,70.0,70.1,1,P1
169,2,20.188,799.38428,0.352,28.21571,2022.13782,1647.45557,0.324,22.67043,3.048,199.8,210.0,220.0,230.0,240.0,43.5,0.668,70.0,70.0,70.0,70.1,1,P2
25,1,20.19,800.12207,0.354,28.21061,2035.93225,1642.50134,0.326,22.65004,3.064,200.10001,210.10001,220.10001,230.0,239.8,41.9,0.668,70.0,70.0,70.0,70.0,1,P1
25,2,20.19,800.12207,0.354,28.21061,2035.93225,1642.50134,0.326,22.65004,3.064,200.10001,210.10001,220.10001,230.0,239.8,41.9,0.668,70.0,70.0,70.0,70.0,0,P2
215,1,20.188,799.19983,0.352,28.24629,2032.14368,1646.38708,0.326,22.68062,3.04,200.10001,210.0,220.0,230.0,239.8,47.4,0.668,70.0,70.0,70.0,70.1,1,P1
215,2,20.188,799.19983,0.352,28.24629,2032.14368,1646.38708,0.326,22.68062,3.04,200.10001,210.0,220.0,230.0,239.8,47.4,0.668,70.0,70.0,70.0,70.1,1,P2
88,1,20.19,800.12207,0.356,28.24629,2025.92651,1647.06702,0.326,22.67043,3.054,200.10001,210.0,220.10001,230.0,239.8,44.5,0.668,70.0,70.0,70.0,70.1,1,P1
88,2,20.19,800.12207,0.356,28.24629,2025.92651,1647.06702,0.326,22.67043,3.054,200.10001,210.0,220.10001,230.0,239.8,44.5,0.668,70.0,70.0,70.0,70.1,1,P2
288,1,20.188,799.01538,0.356,28.20552,2007.37207,1656.48999,0.324,22.67043,3.058,200.10001,210.10001,220.10001,230.0,240.0,44.2,0.668,70.0,70.0,70.0,70.2,1,P1
172,1,20.188,799.38428,0.41,28.22081,2010.57776,1649.10706,0.324,22.65004,3.058,200.0,210.0,220.0,230.0,239.8,43.7,0.666,70.0,70.0,70.0,70.1,1,P1
172,2,20.188,799.38428,0.41,28.22081,2010.57776,1649.10706,0.324,22.65004,3.058,200.0,210.0,220.0,230.0,239.8,43.7,0.666,70.0,70.0,70.0,70.1,1,P2
249,1,20.188,799.01538,0.35,28.2361,2021.55505,1645.22131,0.324,22.63984,3.046,199.60001,209.8,219.8,230.0,239.8,40.0,0.668,70.0,70.0,70.0,70.1,0,P1
249,2,20.188,799.01538,0.35,28.2361,2021.55505,1645.22131,0.324,22.63984,3.046,199.60001,209.8,219.8,230.0,239.8,40.0,0.668,70.0,70.0,70.0,70.1,1,P2
275,1,20.188,799.19983,0.358,28.20552,2000.37769,1654.54712,0.324,22.65004,3.052,200.0,210.10001,220.10001,230.0,239.8,42.7,0.67,70.0,70.0,70.0,70.1,1,P1
73,1,20.188,799.93762,0.358,28.2259,2019.61218,1644.63843,0.328,22.67043,3.068,199.8,209.8,219.8,230.0,239.8,46.0,0.668,70.0,70.0,70.0,70.1,0,P1
73,2,20.188,799.93762,0.358,28.2259,2019.61218,1644.63843,0.328,22.67043,3.068,199.8,209.8,219.8,230.0,239.8,46.0,0.668,70.0,70.0,70.0,70.1,0,P2
64,1,20.19,800.12207,0.402,28.20042,2036.22363,1645.31848,0.326,22.67552,3.054,199.8,209.8,220.0,230.0,239.8,45.5,0.67,70.0,70.0,70.0,70.1,0,P1
64,2,20.19,800.12207,0.402,28.20042,2036.22363,1645.31848,0.326,22.67552,3.054,199.8,209.8,220.0,230.0,239.8,45.5,0.67,70.0,70.0,70.0,70.1,0,P2
137,1,20.188,799.56873,0.418,28.21061,2042.82947,1646.5813,0.326,22.67552,3.064,200.0,210.0,220.0,230.0,240.0,47.2,0.666,70.0,70.0,70.0,70.1,1,P1
137,2,20.188,799.56873,0.418,28.21061,2042.82947,1646.5813,0.326,22.67552,3.064,200.0,210.0,220.0,230.0,240.0,47.2,0.666,70.0,70.0,70.0,70.1,1,P2
60,1,20.188,799.93762,0.404,28.2259,2040.49805,1645.41565,0.324,22.64494,3.054,199.8,210.10001,220.10001,230.0,239.8,45.4,0.668,70.0,70.0,70.0,70.1,1,P1
60,2,20.188,799.93762,0.404,28.2259,2040.49805,1645.41565,0.324,22.64494,3.054,199.8,210.10001,220.10001,230.0,239.8,45.4,0.668,70.0,70.0,70.0,70.1,0,P2
252,1,20.188,799.01538,0.358,28.25139,2015.24072,1647.45557,0.326,22.63475,3.054,199.60001,209.8,220.0,230.0,239.8,39.7,0.67,70.0,70.0,70.0,70.1,0,P1
223,1,20.188,799.19983,0.358,28.21571,2018.83496,1652.79846,0.326,22.68572,3.058,200.10001,210.0,220.0,230.0,240.0,48.0,0.67,70.0,70.0,70.0,70.1,0,P1
223,2,20.188,799.19983,0.358,28.21571,2018.83496,1652.79846,0.326,22.68572,3.058,200.10001,210.0,220.0,230.0,240.0,48.0,0.67,70.0,70.0,70.0,70.1,1,P2
253,1,20.188,799.19983,0.354,28.2259,2029.71509,1652.11853,0.328,22.67552,3.044,199.60001,210.10001,220.10001,230.0,239.8,39.7,0.668,70.0,70.0,70.0,70.1,1,P1
241,1,20.188,799.19983,0.41,28.2361,2013.88074,1649.10706,0.324,22.65514,3.042,199.60001,209.8,220.0,230.0,239.8,42.5,0.664,70.0,70.0,70.0,70.1,0,P1
241,2,20.188,799.19983,0.41,28.2361,2013.88074,1649.10706,0.324,22.65514,3.042,199.60001,209.8,220.0,230.0,239.8,42.5,0.664,70.0,70.0,70.0,70.1,1,P2
297,1,20.188,798.83093,0.358,28.19532,2013.97778,1650.75854,0.326,22.67043,3.038,200.0,209.8,220.0,230.0,239.8,45.0,0.668,70.0,70.0,70.0,70.1,1,P1
266,1,20.188,799.19983,0.354,28.2361,2004.55493,1656.6842,0.324,22.67043,3.046,199.8,210.10001,220.10001,230.0,239.8,41.5,0.67,70.0,70.0,70.0,70.1,0,P1
218,1,20.188,799.01538,0.358,28.24629,2021.74927,1650.95276,0.326,22.70101,3.056,200.10001,209.8,219.8,230.0,239.8,47.7,0.67,70.0,70.0,70.0,70.1,1,P1
218,2,20.188,799.01538,0.358,28.24629,2021.74927,1650.95276,0.326,22.70101,3.056,200.10001,209.8,219.8,230.0,239.8,47.7,0.67,70.0,70.0,70.0,70.1,1,P2
68,1,20.188,799.93762,0.41,28.2361,2038.74939,1644.92993,0.324,22.64494,3.05,199.8,210.10001,220.10001,230.0,239.8,45.7,0.67,70.0,70.0,70.0,70.1,0,P1
68,2,20.188,799.93762,0.41,28.2361,2038.74939,1644.92993,0.324,22.64494,3.05,199.8,210.10001,220.10001,230.0,239.8,45.7,0.67,70.0,70.0,70.0,70.1,0,P2
58,1,20.188,799.93762,0.352,28.21061,2028.74365,1651.24426,0.326,22.65514,3.05,199.8,210.0,220.0,229.8,239.8,45.4,0.666,70.0,70.0,70.0,70.1,0,P1
58,2,20.188,799.93762,0.352,28.21061,2028.74365,1651.24426,0.326,22.65514,3.05,199.8,210.0,220.0,229.8,239.8,45.4,0.666,70.0,70.0,70.0,70.1,1,P2
112,1,20.188,799.56873,0.356,28.25139,1998.14343,1644.44421,0.328,22.63984,3.058,200.10001,210.10001,220.10001,230.0,239.8,45.2,0.668,70.0,70.0,70.0,70.1,1,P1
112,2,20.188,799.56873,0.356,28.25139,1998.14343,1644.44421,0.328,22.63984,3.058,200.10001,210.10001,220.10001,230.0,239.8,45.2,0.668,70.0,70.0,70.0,70.1,1,P2
29,1,20.188,800.12207,0.398,28.24629,1995.61768,1651.34131,0.326,22.64494,3.066,200.0,210.10001,220.10001,230.0,239.8,42.2,0.664,70.0,70.0,70.0,70.0,1,P1
29,2,20.188,800.12207,0.398,28.24629,1995.61768,1651.34131,0.326,22.64494,3.066,200.0,210.10001,220.10001,230.0,239.8,42.2,0.664,70.0,70.0,70.0,70.0,1,P2
67,1,20.188,799.93762,0.35,28.22081,2002.61206,1648.32996,0.326,22.65004,3.05,199.8,209.8,220.0,230.0,239.8,45.7,0.666,70.0,70.0,70.0,70.1,1,P1
67,2,20.188,799.93762,0.35,28.22081,2002.61206,1648.32996,0.326,22.65004,3.05,199.8,209.8,220.0,230.0,239.8,45.7,0.666,70.0,70.0,70.0,70.1,1,P2
257,1,20.188,799.19983,0.354,28.21061,2017.47498,1654.93567,0.326,22.65004,3.052,199.60001,209.8,220.0,230.0,240.0,40.0,0.668,70.0,70.0,70.0,70.1,1,P1
208,1,20.188,799.19983,0.356,28.21061,2022.52649,1650.07849,0.326,22.7061,3.044,200.0,209.8,220.0,230.0,240.0,46.9,0.668,70.0,70.0,70.0,70.1,1,P1
208,2,20.188,799.19983,0.356,28.21061,2022.52649,1650.07849,0.326,22.7061,3.044,200.0,209.8,220.0,230.0,240.0,46.9,0.668,70.0,70.0,70.0,70.1,1,P2
291,1,20.188,799.01538,0.356,28.19532,2007.46924,1655.32422,0.324,22.65514,3.044,200.10001,210.10001,220.0,230.0,239.8,44.5,0.67,70.0,70.0,70.0,70.1,1,P1
239,1,20.188,799.19983,0.406,28.25139,2018.83496,1652.9928,0.326,22.66533,3.032,199.8,210.0,220.0,230.0,240.0,43.2,0.67,70.0,70.0,70.0,70.1,1,P1
239,2,20.188,799.19983,0.406,28.25139,2018.83496,1652.9928,0.326,22.66533,3.032,199.8,210.0,220.0,230.0,240.0,43.2,0.67,70.0,70.0,70.0,70.1,1,P2
243,1,20.188,799.19983,0.354,28.21571,2008.63489,1652.02136,0.324,22.67043,3.04,199.60001,209.8,220.0,230.0,239.8,41.7,0.67,70.0,70.0,70.0,70.1,1,P1
243,2,20.188,799.19983,0.354,28.21571,2008.63489,1652.02136,0.324,22.67043,3.04,199.60001,209.8,220.0,230.0,239.8,41.7,0.67,70.0,70.0,70.0,70.1,1,P2
167,1,20.188,799.19983,0.354,28.20552,2023.40076,1650.36987,0.326,22.65514,3.064,199.8,210.10001,220.10001,230.0,240.0,43.2,0.67,70.0,70.0,70.0,70.1,1,P1
167,2,20.188,799.19983,0.354,28.20552,2023.40076,1650.36987,0.326,22.65514,3.064,199.8,210.10001,220.10001,230.0,240.0,43.2,0.67,70.0,70.0,70.0,70.1,1,P2
47,1,20.19,799.93762,0.356,28.21061,2032.43506,1646.28992,0.328,22.63984,3.05,200.10001,210.10001,220.0,230.0,239.8,44.5,0.668,70.0,70.0,70.0,70.1,1,P1
47,2,20.19,799.93762,0.356,28.21061,2032.43506,1646.28992,0.328,22.63984,3.05,200.10001,210.10001,220.0,230.0,239.8,44.5,0.668,70.0,70.0,70.0,70.1,1,P2
203,1,20.188,799.01538,0.356,28.21061,2017.57214,1646.96985,0.326,22.65514,3.04,200.0,209.8,220.0,230.0,239.8,46.5,0.664,70.0,70.0,70.0,70.1,1,P1
203,2,20.188,799.01538,0.356,28.21061,2017.57214,1646.96985,0.326,22.65514,3.04,200.0,209.8,220.0,230.0,239.8,46.5,0.664,70.0,70.0,70.0,70.1,1,P2
282,1,20.188,798.83093,0.352,28.21061,2003.38916,1657.94714,0.326,22.68062,3.048,200.0,210.10001,220.10001,230.0,240.0,43.5,0.668,70.0,70.0,70.0,70.1,1,P1
2,1,20.188,800.12207,0.356,28.2259,2013.20068,1652.60425,0.328,22.65514,3.06,199.8,210.0,220.0,230.0,239.8,40.7,0.668,70.0,70.0,70.0,70.0,0,P1
2,2,20.188,800.12207,0.356,28.2259,2013.20068,1652.60425,0.328,22.65514,3.06,199.8,210.0,220.0,230.0,239.8,40.7,0.668,70.0,70.0,70.0,70.0,1,P2
62,1,20.188,800.12207,0.356,28.24119,2027.38367,1643.86133,0.326,22.65514,3.05,199.8,210.0,220.0,230.0,240.0,45.5,0.668,70.0,70.0,70.0,70.1,0,P1
62,2,20.188,800.12207,0.356,28.24119,2027.38367,1643.86133,0.326,22.65514,3.05,199.8,210.0,220.0,230.0,240.0,45.5,0.668,70.0,70.0,70.0,70.1,0,P2
193,1,20.188,799.19983,0.356,28.20042,2024.46936,1649.49561,0.326,22.68062,3.05,200.0,209.8,220.0,230.0,239.8,45.7,0.672,70.0,70.0,70.0,70.1,1,P1
193,2,20.188,799.19983,0.356,28.20042,2024.46936,1649.49561,0.326,22.68062,3.05,200.0,209.8,220.0,230.0,239.8,45.7,0.672,70.0,70.0,70.0,70.1,1,P2
168,1,20.188,799.38428,0.474,28.19532,2026.41223,1651.72998,0.324,22.68062,3.05,199.8,210.0,220.0,230.0,240.0,43.4,0.668,70.0,70.0,70.0,70.1,1,P1
168,2,20.188,799.38428,0.474,28.19532,2026.41223,1651.72998,0.324,22.68062,3.05,199.8,210.0,220.0,230.0,240.0,43.4,0.668,70.0,70.0,70.0,70.1,1,P2
195,1,20.188,799.19983,0.354,28.231,1995.71484,1648.81567,0.324,22.67552,3.052,200.10001,210.0,220.0,230.0,239.8,45.9,0.668,70.0,70.0,70.0,70.1,0,P1
195,2,20.188,799.19983,0.354,28.231,1995.71484,1648.81567,0.324,22.67552,3.052,200.10001,210.0,220.0,230.0,239.8,45.9,0.668,70.0,70.0,70.0,70.1,1,P2
131,1,20.188,799.56873,0.418,28.24629,2030.97791,1650.56421,0.324,22.67552,3.054,200.10001,210.10001,220.0,230.0,239.8,46.9,0.668,70.0,70.0,70.0,70.1,0,P1
131,2,20.188,799.56873,0.418,28.24629,2030.97791,1650.56421,0.324,22.67552,3.054,200.10001,210.10001,220.0,230.0,239.8,46.9,0.668,70.0,70.0,70.0,70.1,0,P2
125,1,20.188,799.75317,1.488,28.25139,2028.64648,1650.46704,0.324,22.67043,3.042,200.10001,209.8,220.0,230.0,239.8,46.4,0.668,70.0,70.0,70.0,70.1,0,P1
125,2,20.188,799.75317,1.488,28.25139,2028.64648,1650.46704,0.324,22.67043,3.042,200.10001,209.8,220.0,230.0,239.8,46.4,0.668,70.0,70.0,70.0,70.1,1,P2
151,1,20.188,799.38428,0.358,28.25139,2036.3208,1649.30139,0.326,22.68572,3.036,199.60001,210.0,219.8,230.0,239.8,42.7,0.666,70.0,70.0,70.0,70.1,1,P1
151,2,20.188,799.38428,0.358,28.25139,2036.3208,1649.30139,0.326,22.68572,3.036,199.60001,210.0,219.8,230.0,239.8,42.7,0.666,70.0,70.0,70.0,70.1,1,P2
111,1,20.188,799.75317,0.352,28.2361,2032.62939,1647.6499,0.324,22.66533,3.052,200.10001,210.0,220.10001,230.0,239.8,45.0,0.668,70.0,70.0,70.0,70.1,0,P1
111,2,20.188,799.75317,0.352,28.2361,2032.62939,1647.6499,0.324,22.66533,3.052,200.10001,210.0,220.10001,230.0,239.8,45.0,0.668,70.0,70.0,70.0,70.1,1,P2
256,1,20.188,799.19983,0.358,28.20042,2019.22363,1655.03284,0.326,22.65004,3.05,199.60001,210.10001,220.10001,230.0,240.0,39.9,0.67,70.0,70.0,70.0,70.1,0,P1
91,1,20.188,800.12207,1.538,28.21571,1979.58899,1660.1814,0.326,22.68062,3.05,200.10001,210.0,220.0,230.0,239.8,43.0,0.666,70.0,70.0,70.0,70.1,0,P1
91,2,20.188,800.12207,1.538,28.21571,1979.58899,1660.1814,0.326,22.68062,3.05,200.10001,210.0,220.0,230.0,239.8,43.0,0.666,70.0,70.0,70.0,70.1,1,P2
269,1,20.188,799.01538,0.358,28.2361,2019.0293,1654.0614,0.324,22.66533,3.048,199.8,210.10001,220.10001,230.0,239.8,41.9,0.67,70.0,70.0,70.0,70.2,1,P1
