shot,shot_position,Cycle time,Clamping force,Peak value plasticizing screw,Transfer volume,Maximum injection pressure,Transfer injection pressure,Injection time,Cushion mass,Dosing time,Cylinder heating zone 1,Cylinder heating zone 2,Cylinder heating zone 3,Cylinder heating zone 4,Cylinder heating zone 5,Nozzle temperature,Mold protection time,tempSetValue,tempActualValue,tempMainLine,tempReturnLine,Product weight g
348,2,20.18800,800.49097,0.40600,28.23610,2001.15491,1655.90710,0.32400,22.67043,3.07800,199.80000,210.00000,220.00000,230.00000,240.00000,43.70000,0.67000,70.00000,70.00000,70.00000,69.70000,17.8337
349,2,20.18800,800.30652,0.41200,28.20042,1956.85754,1654.35278,0.32400,22.64494,3.06400,199.80000,210.10001,220.00000,230.00000,240.00000,43.50000,0.66600,70.00000,70.00000,70.00000,69.70000,17.8336
350,2,20.18800,800.12207,0.34400,28.19532,1986.58337,1654.64429,0.32400,22.65004,3.06600,199.80000,210.00000,219.80000,230.00000,240.00000,43.50000,0.66800,70.00000,70.00000,70.00000,69.70000,17.8298
351,2,20.18800,800.12207,0.35400,28.23100,1988.81763,1648.71851,0.32800,22.66533,3.07200,200.00000,210.00000,219.80000,230.00000,239.80000,43.50000,0.66800,70.00000,70.00000,70.00000,69.70000,17.8316
352,2,20.18800,800.12207,0.34800,28.20042,1972.59473,1649.68994,0.32400,22.63475,3.05600,199.80000,210.10001,220.00000,230.00000,239.80000,43.40000,0.66800,70.00000,70.00000,70.00000,69.70000,17.8313
353,2,20.18800,800.30652,0.35400,28.20042,1993.67480,1653.86707,0.32400,22.64494,3.07000,199.80000,210.00000,220.00000,230.00000,239.80000,43.40000,0.67200,70.00000,70.00000,70.00000,69.70000,17.8329
354,2,20.18800,800.30652,0.42000,28.19532,1980.75476,1653.76990,0.32600,22.63984,3.06000,200.00000,209.80000,219.80000,230.00000,240.00000,43.40000,0.67000,70.00000,70.00000,70.00000,69.70000,17.8311
355,2,20.18800,800.49097,0.47600,28.24629,1997.17200,1656.68420,0.32400,22.66533,3.05600,199.80000,210.10001,220.10001,230.00000,240.00000,43.20000,0.67000,70.00000,70.00000,70.00000,69.70000,17.832
356,2,20.18800,800.30652,0.40400,28.20552,1987.06909,1656.87854,0.32800,22.65514,3.06800,199.80000,210.00000,220.00000,230.00000,240.00000,43.20000,0.66800,70.00000,70.00000,70.00000,69.70000,17.8289
357,2,20.18800,800.30652,0.35600,28.24119,1991.53772,1654.54712,0.32600,22.64494,3.06400,200.00000,209.80000,219.80000,230.00000,239.80000,43.20000,0.66800,70.00000,70.00000,70.00000,69.70000,17.8304
358,2,20.18800,800.30652,0.40600,28.23100,1988.52625,1650.95276,0.32400,22.63984,3.05800,200.00000,210.10001,220.10001,229.80000,239.80000,43.20000,0.66800,70.00000,70.00000,70.00000,69.70000,17.8376
359,2,20.18800,800.49097,0.40000,28.19532,1970.74902,1646.96985,0.32600,22.66533,3.06400,199.80000,210.10001,220.00000,229.80000,239.80000,43.20000,0.66800,70.00000,70.00000,70.00000,69.70000,17.8394
360,2,20.18800,800.49097,0.36000,28.21571,1982.11475,1653.96423,0.32800,22.63984,3.07600,200.00000,209.80000,220.00000,229.80000,239.80000,43.20000,0.67200,70.00000,70.00000,70.00000,69.70000,17.83
361,2,20.19000,800.49097,0.35000,28.22081,1971.13757,1653.96423,0.32400,22.66023,3.07000,200.00000,210.10001,220.10001,230.00000,239.80000,43.20000,0.67200,70.00000,70.00000,70.00000,69.70000,17.8358
362,2,20.18800,800.49097,0.34600,28.22590,1980.56042,1652.02136,0.32600,22.64494,3.05200,200.00000,210.10001,220.10001,230.00000,239.80000,43.20000,0.66600,70.00000,70.00000,70.00000,69.70000,17.8306
363,2,20.18800,800.30652,0.35600,28.24629,2010.48071,1649.49561,0.32600,22.64494,3.07000,200.00000,210.00000,220.00000,230.00000,239.80000,43.20000,0.66800,70.00000,70.00000,70.00000,69.80000,17.8357
364,2,20.18800,800.30652,0.40400,28.22590,2003.77771,1647.74707,0.32600,22.64494,3.07000,200.10001,210.10001,220.00000,230.00000,239.80000,43.20000,0.67000,70.00000,70.00000,70.00000,69.80000,17.8324
365,2,20.18800,800.49097,0.35400,28.22590,1992.80054,1646.19275,0.32600,22.65004,3.05400,200.10001,210.10001,220.10001,230.00000,240.00000,43.20000,0.66600,70.00000,70.00000,70.00000,69.80000,17.8301
366,2,20.18800,800.49097,0.35200,28.20042,2016.11499,1646.38708,0.32400,22.65514,3.06800,200.10001,210.10001,220.00000,230.00000,240.00000,43.50000,0.66600,70.00000,70.00000,70.00000,69.80000,17.8316
367,2,20.18800,800.12207,0.42200,28.23610,2010.38354,1643.27844,0.32600,22.63475,3.06800,200.10001,209.80000,220.00000,230.00000,239.80000,43.50000,0.67000,70.00000,70.00000,70.00000,69.80000,17.8296
368,2,20.18800,800.30652,0.41000,28.24629,1998.92065,1645.90137,0.32400,22.61436,3.06400,200.10001,210.10001,220.10001,230.00000,239.80000,43.50000,0.66400,70.00000,70.00000,70.00000,69.80000,17.8299
369,2,20.18800,800.30652,0.40800,28.22081,2014.56067,1641.72412,0.32800,22.65004,3.06800,200.10001,210.10001,220.10001,230.00000,239.80000,43.50000,0.66800,70.00000,70.00000,70.00000,69.80000,17.8314
370,2,20.18800,800.49097,0.42600,28.24119,2011.64636,1644.83276,0.32600,22.65514,3.05200,200.10001,210.00000,220.00000,230.00000,239.80000,43.70000,0.67000,70.00000,70.00000,70.00000,69.80000,17.83
371,2,20.18800,800.49097,0.35200,28.25139,2001.25208,1648.91272,0.32400,22.63984,3.07000,200.10001,210.10001,220.10001,230.00000,239.80000,43.90000,0.67000,70.00000,70.00000,70.00000,69.80000,17.8332
372,2,20.18800,800.30652,0.40000,28.20552,1977.06335,1650.66138,0.32800,22.64494,3.06800,200.10001,210.10001,220.10001,230.00000,239.80000,43.90000,0.66800,70.00000,70.00000,70.00000,69.80000,17.8385
373,2,20.18800,800.49097,0.35400,28.25139,1998.33777,1649.78711,0.32400,22.65004,3.06000,200.00000,210.00000,220.00000,230.00000,239.80000,44.00000,0.66600,70.00000,70.00000,70.00000,69.80000,17.8304
374,2,20.18800,800.49097,0.40600,28.21571,2019.41785,1648.03845,0.32600,22.65514,3.06200,200.10001,210.10001,220.10001,230.00000,239.80000,44.00000,0.67000,70.00000,70.00000,70.00000,69.80000,17.8307
375,2,20.18800,800.49097,0.40200,28.23100,1992.80054,1649.49561,0.32600,22.64494,3.05600,200.10001,210.10001,220.00000,229.80000,239.80000,44.20000,0.67000,70.00000,70.00000,70.00000,69.80000,17.8322
376,2,20.18800,800.67542,0.42200,28.22081,1994.93774,1650.07849,0.32600,22.66533,3.06800,200.10001,209.80000,220.00000,229.80000,239.80000,44.20000,0.67200,70.00000,70.00000,70.00000,69.80000,17.8328
377,2,20.18800,800.30652,0.35600,28.24629,1993.48059,1648.81567,0.32400,22.65514,3.05400,200.10001,210.00000,220.10001,229.80000,239.80000,44.40000,0.66800,70.00000,70.00000,70.00000,69.80000,17.8303
378,2,20.18800,800.30652,0.34800,28.20552,1997.75488,1645.02698,0.32600,22.65004,3.05800,200.10001,210.10001,220.00000,229.80000,239.80000,44.50000,0.67000,70.00000,70.00000,70.00000,69.80000,17.8351
379,2,20.18800,800.49097,0.41800,28.24119,2006.01208,1649.10706,0.32400,22.63984,3.06000,200.10001,210.00000,220.00000,230.00000,239.80000,44.50000,0.66800,70.00000,70.00000,70.00000,69.80000,17.8298
380,2,20.18800,800.30652,0.35400,28.19532,2017.28076,1645.02698,0.32600,22.62965,3.08200,200.10001,210.00000,220.00000,230.00000,239.80000,44.70000,0.67000,70.00000,70.00000,70.00000,69.80000,17.8338
381,2,20.18800,800.49097,0.35800,28.20042,1987.36047,1643.66699,0.32600,22.62965,3.06600,200.10001,210.10001,220.00000,230.00000,239.80000,44.70000,0.67000,70.00000,70.00000,70.00000,69.80000,17.8333
382,2,20.18800,800.67542,0.42000,28.21061,1997.26917,1644.34705,0.32800,22.65514,3.05000,200.10001,210.00000,220.00000,230.00000,240.00000,44.70000,0.66800,70.00000,70.00000,70.00000,69.80000,17.8308
383,2,20.18800,800.30652,0.35200,28.24119,1997.07483,1649.39844,0.32600,22.64494,3.05400,200.10001,210.10001,220.10001,230.00000,240.00000,45.00000,0.67000,70.00000,70.00000,70.00000,69.80000,17.8325
384,2,20.18800,800.49097,1.53000,28.23610,1993.09204,1648.91272,0.32800,22.65514,3.05400,200.10001,210.10001,220.00000,230.00000,239.80000,45.00000,0.66800,70.00000,70.00000,70.00000,69.80000,17.8345
385,2,20.18800,800.49097,0.35400,28.23100,2004.45776,1648.42700,0.32400,22.67043,3.04400,200.00000,210.00000,220.00000,230.00000,239.80000,45.20000,0.67000,70.00000,70.00000,70.00000,69.80000,17.831
386,2,20.18800,800.30652,0.35600,28.25139,1994.35486,1647.64990,0.32600,22.65004,3.05600,200.00000,210.10001,220.10001,230.00000,239.80000,45.20000,0.66800,70.00000,70.00000,70.00000,69.80000,17.8335
387,2,20.18800,800.30652,0.35600,28.20042,2009.31494,1644.44421,0.32600,22.63984,3.05600,200.00000,210.10001,220.10001,230.00000,239.80000,45.20000,0.67000,70.00000,70.00000,70.00000,69.80000,17.8326
388,2,20.18800,800.30652,0.35800,28.20552,1983.76624,1645.70703,0.32800,22.67552,3.07000,199.80000,209.80000,220.10001,230.00000,239.80000,45.20000,0.67200,70.00000,70.00000,70.00000,69.80000,17.8306
389,2,20.18800,800.30652,0.35400,28.23610,2002.22351,1642.69556,0.32400,22.66023,3.06000,200.00000,210.10001,220.10001,230.00000,239.80000,45.20000,0.67000,70.00000,70.00000,70.00000,69.80000,17.8301
390,2,20.19000,800.30652,0.35200,28.24629,1975.21765,1652.70142,0.32600,22.63475,3.06000,200.00000,210.10001,220.00000,230.00000,239.80000,45.40000,0.66800,70.00000,70.00000,70.00000,69.80000,17.8345
391,2,20.18800,800.49097,0.41600,28.24629,2000.28064,1644.24988,0.32400,22.65514,3.06000,199.80000,209.80000,220.00000,229.80000,240.00000,45.40000,0.67000,70.00000,70.00000,70.00000,69.80000,17.8303
392,2,20.18800,800.49097,0.40000,28.21061,2005.33203,1650.36987,0.32400,22.64494,3.05800,200.00000,210.00000,220.00000,230.00000,240.00000,45.50000,0.67000,70.00000,70.00000,70.00000,69.80000,17.8329
393,2,20.18800,800.30652,0.40000,28.20552,2009.31494,1645.99841,0.32800,22.65004,3.06800,200.00000,210.00000,220.00000,229.80000,239.80000,45.50000,0.66800,70.00000,70.00000,70.00000,69.80000,17.8328
394,2,20.18800,800.30652,0.35800,28.21061,2002.51489,1643.47278,0.32400,22.65004,3.06000,199.80000,209.80000,220.00000,230.00000,239.80000,45.50000,0.67000,70.00000,70.00000,70.00000,69.80000,17.8326
395,2,20.18800,800.49097,0.35200,28.25139,1972.10901,1644.05554,0.32400,22.65514,3.06000,200.00000,210.00000,220.00000,230.00000,239.80000,45.40000,0.66800,70.00000,70.00000,70.00000,69.80000,17.8332
396,2,20.18800,800.49097,0.40600,28.25139,1969.00037,1646.58130,0.32400,22.66023,3.06400,200.00000,210.00000,220.00000,230.00000,239.80000,45.50000,0.67000,70.00000,70.00000,70.00000,69.80000,17.8355
397,2,20.18800,800.67542,0.42800,28.21571,2008.63489,1645.51270,0.32800,22.63475,3.04800,200.00000,209.80000,220.00000,230.00000,239.80000,45.20000,0.67000,70.00000,70.00000,70.00000,69.80000,17.8338
398,2,20.18800,800.30652,0.34600,28.23610,1993.38342,1648.91272,0.32400,22.67552,3.06400,200.00000,210.00000,220.00000,230.00000,239.80000,45.20000,0.66200,70.00000,70.00000,70.00000,69.80000,17.8373
399,2,20.18800,800.49097,0.34400,28.23610,2003.48633,1646.87280,0.32400,22.65514,3.05600,199.80000,210.10001,220.00000,230.00000,239.80000,45.20000,0.66800,70.00000,70.00000,70.00000,69.80000,17.8336
400,2,20.18800,800.30652,0.35400,28.25139,2000.96057,1648.71851,0.32800,22.67043,3.05600,199.80000,209.80000,220.00000,230.00000,239.80000,45.20000,0.66800,70.00000,70.00000,70.00000,69.90000,17.8344
401,2,20.18800,800.30652,0.35400,28.25139,1994.25769,1643.76416,0.32600,22.65004,3.04600,199.80000,210.10001,220.10001,230.00000,239.80000,45.20000,0.66600,70.00000,70.00000,70.00000,69.90000,17.8327
402,2,20.18800,800.49097,0.42000,28.25139,2007.56641,1642.88989,0.32600,22.66023,3.05200,199.80000,210.10001,220.00000,230.00000,239.80000,45.00000,0.66800,70.00000,70.00000,70.00000,69.90000,17.8367
403,2,20.18800,800.67542,0.47200,28.19532,2019.70935,1641.33557,0.32600,22.63984,3.07800,199.80000,209.80000,219.80000,230.00000,240.00000,44.90000,0.67200,70.00000,70.00000,70.00000,69.90000,17.8333
404,2,20.18800,800.30652,0.34600,28.22081,2009.02356,1645.80420,0.32400,22.63984,3.06000,199.80000,210.00000,220.00000,230.00000,240.00000,44.70000,0.67200,70.00000,70.00000,70.00000,69.90000,17.8317
405,2,20.18800,800.30652,0.40200,28.21061,2014.75500,1647.55273,0.32400,22.67043,3.05200,199.80000,210.10001,220.00000,230.00000,240.00000,44.70000,0.67000,70.00000,70.00000,70.00000,69.90000,17.8333
406,2,20.18800,800.67542,0.40800,28.24629,1997.36633,1648.03845,0.32800,22.63984,3.06200,199.80000,209.80000,220.00000,230.00000,240.00000,44.50000,0.67000,70.00000,70.00000,70.00000,69.90000,17.8352
407,2,20.18800,800.49097,0.42000,28.21061,2015.92065,1645.99841,0.32400,22.65004,3.06200,199.80000,210.00000,220.00000,229.80000,239.80000,44.50000,0.66600,70.00000,70.00000,70.00000,69.90000,17.8355
408,2,20.18800,800.49097,0.40600,28.19532,2004.94348,1646.67847,0.32600,22.63475,3.05800,199.60001,210.00000,220.00000,230.00000,239.80000,44.50000,0.67400,70.00000,70.00000,70.00000,69.90000,17.8308
409,2,20.18800,800.49097,0.42200,28.25139,1977.93762,1645.70703,0.32800,22.65004,3.05200,199.80000,209.80000,219.80000,230.00000,239.80000,44.50000,0.67000,70.00000,70.00000,70.00000,69.90000,17.8336
410,2,20.18800,800.67542,0.41800,28.25139,1989.78906,1650.75854,0.32600,22.65004,3.05000,199.80000,210.00000,220.10001,230.00000,239.80000,44.40000,0.66600,70.00000,70.00000,70.00000,69.90000,17.8367
411,2,20.18800,800.67542,0.35000,28.21061,2017.28076,1648.13562,0.32600,22.65514,3.06200,199.60001,210.00000,220.00000,230.00000,239.80000,44.20000,0.66400,70.00000,70.00000,70.00000,69.90000,17.8355
412,2,20.18800,800.49097,0.35800,28.21571,1982.01758,1652.21570,0.32600,22.65004,3.06200,199.80000,209.80000,220.00000,230.00000,239.80000,44.20000,0.66800,70.00000,70.00000,70.00000,69.90000,17.8332
413,2,20.18800,800.67542,0.35600,28.21571,2014.26929,1649.59277,0.32600,22.65004,3.05200,199.80000,210.10001,220.10001,230.00000,239.80000,44.00000,0.66800,70.00000,70.00000,70.00000,69.90000,17.8353
414,2,20.18800,800.49097,0.47600,28.20552,2005.13782,1646.38708,0.32600,22.63984,3.06200,199.80000,210.10001,220.00000,230.00000,239.80000,44.00000,0.66800,70.00000,70.00000,70.00000,69.90000,17.8314
415,2,20.18800,800.49097,0.35600,28.23100,2003.09778,1646.38708,0.32600,22.62456,3.07200,199.80000,209.80000,220.00000,230.00000,239.80000,44.00000,0.66800,70.00000,70.00000,70.00000,69.90000,17.832
416,2,20.18800,800.67542,0.40000,28.22590,2006.69202,1647.94128,0.32400,22.63475,3.06600,199.80000,210.00000,220.00000,230.00000,239.80000,43.90000,0.66800,70.00000,70.00000,70.00000,69.90000,17.8354
417,2,20.18800,800.85986,0.41000,28.22081,2000.28064,1644.92993,0.32400,22.65514,3.06600,199.80000,210.10001,220.10001,230.00000,240.00000,43.70000,0.67200,70.00000,70.00000,70.00000,69.90000,17.832
418,2,20.18800,800.49097,0.35600,28.24119,1998.82349,1643.27844,0.32800,22.63475,3.05200,199.80000,209.80000,220.00000,230.00000,240.00000,43.70000,0.67000,70.00000,70.00000,70.00000,69.90000,17.8339
419,2,20.18800,800.49097,0.35200,28.23100,1998.72632,1642.40417,0.32400,22.63984,3.05600,199.80000,210.00000,220.00000,230.00000,239.80000,43.50000,0.67000,70.00000,70.00000,70.00000,69.90000,17.8335
420,2,20.18800,800.49097,0.35800,28.21061,2008.92639,1646.38708,0.32600,22.64494,3.06000,199.80000,210.10001,220.00000,230.00000,239.80000,43.20000,0.67000,70.00000,70.00000,70.00000,69.90000,17.8323
421,2,20.18800,800.67542,0.40000,28.21061,1988.13770,1646.48413,0.32600,22.65004,3.05400,199.60001,209.80000,220.00000,230.00000,239.80000,43.20000,0.66800,70.00000,70.00000,70.00000,69.90000,17.8366
422,2,20.18800,800.67542,0.35000,28.21061,2006.30347,1645.99841,0.32600,22.67043,3.05400,199.80000,210.00000,220.00000,230.00000,239.80000,43.20000,0.66800,70.00000,70.00000,70.00000,69.90000,17.8352
