0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,Product_Goodness
-0.12662555592551944,-0.7528130069382709,-0.05364515526291759,0.45938060892462945,1.0425519188215746,-0.20894527348624692,0.30741145692705335,-0.48105281843756276,-0.05270954448421302,0.41048413412498114,0.08357070532200087,-0.3119659500683917,0.21499411180998668,-0.4470298283365322,0.805737079509212,0.5471141568654909,0.0,-0.12441815044824732,-0.12441815044824732,0.5169563229005707,1
-0.12662555592551944,0.36246543891465677,-0.35075678441138675,1.345988518351377,0.7212209058692405,-0.8156118433324595,0.30741145692705335,1.3845507648084252,-0.06240157534799554,0.41048413412498114,0.08357070532200087,0.25526062295611485,0.21499411180998668,-0.4470298283365322,-1.6142881418339288,1.5221690898930782,0.0,-0.12441815044824732,-0.12441815044824732,0.22433953635308723,1
-0.12662555592551944,1.8495100851823763,0.045392054453238496,-0.4272273005023239,-0.2191513695468615,-0.8747947763421995,-1.1023735684708156,-1.4138546100605567,-0.04301751362043093,0.7403814871921958,-1.349544250148751,-0.3119659500683917,0.21499411180998668,-0.4470298283365322,-0.7700932971793443,0.5471141568654909,0.0,-0.12441815044824732,-0.12441815044824732,-0.06827725019439616,0
-0.12662555592551944,1.1059978397442403,-0.3067402467597617,0.7551098658295543,0.2486713784174183,-0.5640611496348076,0.30741145692705335,-0.16991553019190894,-0.05270954448421302,0.41048413412498114,-1.349544250148751,-0.3119659500683917,0.21499411180998668,-0.4470298283365322,0.3554998290267685,-0.4279407761620963,0.0,-0.12441815044824732,-0.12441815044824732,-0.06827725019439616,1
-0.12662555592551944,-1.1245792073530627,-0.04264102085001132,1.345988518351377,-0.23332538423324925,0.7380380121141721,0.30741145692705335,1.695688053054079,-0.06046316917523887,-0.9089403459606036,-1.349544250148751,-0.3119659500683917,0.21499411180998668,-0.4470298283365322,-2.289644017557598,-0.4279407761620963,0.0,-0.12441815044824732,-0.12441815044824732,0.5169563229005707,1
-0.12662555592551944,0.36246543891465677,-0.29573611234685543,-1.0181059530243524,0.3715355397679025,-0.3569109834685833,0.30741145692705335,-0.16991553019190894,-0.054647950656969695,0.41048413412498114,-1.349544250148751,-1.446305662146161,-2.7619161342555056,-0.4470298283365322,0.3554998290267685,-1.4029957091896836,0.0,-0.12441815044824732,-0.12441815044824732,0.5169563229005707,1
-0.12662555592551944,-1.4963454077678544,-0.3397526499984805,-0.7229565574074547,-0.6255449555018415,0.6196721460947267,0.30741145692705335,-0.16991553019190894,-0.06046316917523887,-0.9089403459606036,0.08357070532200087,-1.446305662146161,0.21499411180998668,-0.4470298283365322,-2.7398812680400417,1.5221690898930782,0.0,-0.12441815044824732,-0.12441815044824732,0.5169563229005707,1
1.5014173059839315,-1.8681116081826463,-0.31774438117266796,-0.13149804359739908,1.7702765177288997,-0.4308946000468254,0.30741145692705335,2.3173525564314192,-0.06821679386626471,0.41048413412498114,0.800199838805173,-0.3119659500683917,0.21499411180998668,2.0873025278508512,1.9313302057153248,-1.4029957091896836,0.0,-0.12441815044824732,-0.12441815044824732,0.5169563229005707,1
-0.12662555592551944,-1.4963454077678544,-0.3287485155855742,-1.0181059530243524,1.047278698309106,0.5160871623794111,0.30741145692705335,1.3845507648084252,-0.06046316917523887,0.7403814871921958,0.800199838805173,0.25526062295611485,0.21499411180998668,2.0873025278508512,0.46805914164737744,-1.4029957091896836,0.0,-0.12441815044824732,-0.12441815044824732,0.5169563229005707,1
-0.12662555592551944,1.477764040159261,0.3535078180146136,-1.3138352099292772,-0.6160913965267787,0.23495490280909254,-1.1023735684708156,0.14061168493956067,-0.039140701274918005,0.41048413412498114,0.800199838805173,0.25526062295611485,0.21499411180998668,-0.4470298283365322,-0.601254328248429,1.5221690898930782,0.0,-0.12441815044824732,-0.12441815044824732,-0.06827725019439616,1
-0.12662555592551944,-0.3810669619151559,-0.3287485155855742,1.345988518351377,-2.2700142561638073,1.2263387159409738,-1.1023735684708156,1.695688053054079,-0.06821679386626471,0.41048413412498114,0.08357070532200087,0.25526062295611485,0.21499411180998668,-0.4470298283365322,-0.7700932971793443,0.5471141568654909,0.0,-0.12441815044824732,-0.12441815044824732,0.5169563229005707,1
-0.12662555592551944,1.1059978397442403,-0.3287485155855742,0.45938060892462945,-0.6160913965267787,-1.067144258939887,-1.1023735684708156,-1.1033273949290872,-0.05270954448421302,-0.2492445991361011,0.08357070532200087,-0.3119659500683917,0.21499411180998668,-0.4470298283365322,-0.601254328248429,0.5471141568654909,0.0,-0.12441815044824732,-0.12441815044824732,-0.06827725019439616,1
-0.12662555592551944,0.7342316393294486,-0.29573611234685543,0.16365135201949865,0.9102405222722341,-0.5936609935976985,-1.1023735684708156,0.7628862614310851,-0.054647950656969695,-0.2492445991361011,-1.349544250148751,-0.3119659500683917,0.21499411180998668,2.0873025278508512,1.0871353610607402,-0.4279407761620963,0.0,-0.12441815044824732,-0.12441815044824732,-0.06827725019439616,1
-0.12662555592551944,-0.7528130069382709,-0.31774438117266796,1.050259261446452,0.35736152508151475,0.5308878459479478,-1.1023735684708156,0.7628862614310851,-0.0643399815207518,-0.2492445991361011,0.08357070532200087,-1.446305662146161,0.21499411180998668,-0.4470298283365322,0.918296392129825,1.5221690898930782,0.0,-0.12441815044824732,-0.12441815044824732,0.5169563229005707,1
